task	best_threshold	prior	log2(auprc/prior)
UBERON:0004733	0.0021831792328214235	0.012164429530201342	3.8032011554296967
UBERON:0001255	0.4240630690458744	0.00411240575736806	7.925801667196735
UBERON:0003729	0.0006043501730190506	0.05533737950731882	3.282358360105427
CL:0000095	0.0005488374659467045	0.0011217049915872126	-0.5360113710301853
UBERON:0006524	0.776365743110452	0.0291601866251944	5.04007147702367
UBERON:0000454	0.002177259239288051	0.006316180568456251	6.750367542535589
UBERON:3000961	0.0001825817031491429	0.022449295556587708	0.0
UBERON:0004921	0.06455288838987992	0.13891726251276812	2.758285918620092
UBERON:0001981	0.44815732965456523	0.0016842105263157896	9.213711798105672
UBERON:0001950	0.024484341576258947	0.009684832567301379	5.594175155117032
UBERON:0000993	0.01856622433618597	0.028133903133903133	4.791619949227235
UBERON:0010074	0.002684803400935636	0.011889518931772453	6.394165847171129
CL:0000127	0.0007984131632687993	0.0030607039619112396	7.783857174364746
UBERON:0002021	0.050951875527526815	0.0027548209366391185	8.50382573799575
CL:0000766	0.5931790630827213	0.00689506571859513	7.039798849362356
UBERON:0011595	0.00018845433708633926	0.07245206861755803	3.4754124304525775
UBERON:0004582	0.5239988895818988	0.0016842105263157896	9.213711798105672
CL:0000094	0.02555935118234222	0.0027810885975367503	8.490134579103374
UBERON:0002084	0.002300503001522344	0.006355577855828734	7.297760982116628
UBERON:0013765	0.1486587771444823	0.08890197232852518	3.17704198142404
UBERON:0003929	0.13613597154121562	0.0036372453928225023	6.788859686500497
UBERON:0002973	0.9561891495750365	0.0012922679302175318	9.595879064845505
CL:0000126	0.0007983731070984366	0.006583588055490242	6.835035285996298
UBERON:0001005	0.19864328642426118	0.06750065155069064	3.854089097387683
UBERON:0004770	0.000411550567777501	0.0027467811158798285	7.9650771442956865
UBERON:0002066	0.4359697701766138	0.0016842105263157896	9.213711798105672
UBERON:0001558	0.2474005230766433	0.08571909733917144	3.5152256584682475
UBERON:0002082	0.002141487590585164	0.006355577855828734	7.297760982116628
UBERON:0002107	0.04453065963339641	0.049630581432701576	4.327333431210013
CL:0000236	0.012848119089022553	0.02186761229314421	5.24727868825844
UBERON:0035014	0.05317110806863107	0.0022026431718061676	8.826548487290914
UBERON:0013515	0.3791914408473878	0.006166495375128468	7.341333494059955
UBERON:0002185	0.7154375081845048	0.0031622825930717265	8.304817986729862
UBERON:0016529	0.024485786415976086	0.009684832567301379	5.594175155117032
UBERON:0010394	0.015195654718860542	0.005468066491688539	7.329101027017098
CL:0002535	0.09313560518063216	0.01012241054613936	6.626303296102056
UBERON:0004801	0.002630151314547169	0.008189871302022396	6.931943503539747
UBERON:0007196	0.7154678117886981	0.0031622825930717265	8.304817986729862
UBERON:0001434	0.3000344821734804	0.024351924587588374	4.808508823719631
UBERON:0000178	0.16268384905584246	0.1566119914743768	2.482997342354515
CL:0002632	0.047666436253565224	0.0205799812909261	5.602614519083193
UBERON:0002367	0.5921816448882019	0.0047302032235459	7.723882117312295
UBERON:0002365	0.05917457189024011	0.03296558970317835	4.329073951179161
UBERON:0000065	0.19865536916388316	0.06750065155069064	3.854089429110756
CL:0002092	0.16066283769595902	0.050107233378826284	3.162055172862615
UBERON:0000956	0.9908486385296179	0.005528043303005874	5.5244711430658215
UBERON:0001295	0.043826335373956034	0.017065825326258426	5.305111545757156
UBERON:0001744	0.0005804827761502637	0.024775068457426	-0.07316962477453577
UBERON:0006562	0.10261489809705161	0.014500634402755121	5.252055190186391
UBERON:0016548	0.8371304285050098	0.00816411974042286	6.697810412688944
UBERON:0001987	0.02999985899346813	0.0020191822311963654	8.952013164889486
UBERON:0004725	0.9562020630277027	0.0012922679302175318	9.595879064845505
CL:0000235	0.5712353953447435	0.003727369542066028	6.801449142948557
UBERON:0001893	0.8988170788142494	0.019199420394856004	5.533023167139634
CL:0002368	0.6979791823744652	0.0205799812909261	5.602614519083193
CL:0000945	0.13813441705902005	0.09131859131859132	3.450411682564698
CL:0000738	0.06517434862893728	0.18572524942440521	1.8179519143308605
UBERON:0016526	0.7736094879207303	0.0023343508708924404	8.742762859155919
UBERON:0003135	0.02266439248059195	0.0038321903993545786	5.49050770077777
CL:0000163	0.001440131411935128	0.009685708638070766	3.150182708257919
UBERON:0002743	0.0021759764984531924	0.0031288023639840083	7.621115265699195
UBERON:0000989	0.02384166941070536	0.002188782489740082	8.8356556908398
UBERON:0000349	0.6681332728451418	0.0048250904704463205	7.69522829149575
UBERON:0001555	0.04716432653115813	0.03609089558889054	4.779048702182433
UBERON:0000160	0.2722339033855089	0.03157751463182251	4.984958564157562
UBERON:0000995	0.3792027734511507	0.006166495375128468	7.341333494059955
UBERON:0004175	0.010175200286721269	0.02552394333216251	4.983055859311876
UBERON:0011374	0.025646440515061503	0.0027772956084013193	8.49210354247923
UBERON:0000029	0.27853250218525444	0.0048340736869610665	7.692544820039545
UBERON:0002616	0.9139317447737848	0.009154929577464789	6.532674613710988
UBERON:0002600	0.6622438231123937	0.005133964383122092	7.605710997410885
UBERON:0000125	0.00017427262569784505	0.004856182293612252	0.0
UBERON:0010039	0.004120789892577194	0.02973168963016679	4.964420471923424
CL:0000542	0.09574248887449646	0.04444730739500129	3.066218428964003
UBERON:0000948	0.381691616912136	0.016042780748663103	5.96193195916648
UBERON:0002049	0.24327832409094485	0.01020408163265306	6.562477645475199
UBERON:0004755	0.0004579147597294927	0.005374203821656051	0.5166642065218319
UBERON:0006955	0.0344177493089053	0.009842069123369192	6.66682263574212
UBERON:0009663	0.002176194671392093	0.0029551797734362175	7.703479899898632
UBERON:0002113	0.7432760427197088	0.012483005808923496	6.219178968385581
UBERON:0000451	0.5582515520193859	0.009684832567301379	6.690057177125451
UBERON:0001474	0.20887276836130256	0.03247980752706651	3.7101489151713682
UBERON:0002199	0.04077262179902887	0.04203703703703704	3.953867507191448
UBERON:0003297	0.03525043682278738	0.001618599175985874	9.271038518546924
UBERON:0012168	0.8826024465173808	0.016256032512065022	5.942880997159041
UBERON:0002349	0.15031671300770216	0.005632516364743492	7.472004684581324
UBERON:0001728	0.001619706481986434	0.008722958827634334	6.565064956106359
UBERON:0000411	0.05093683969132683	0.0027548209366391185	8.50382573799575
UBERON:0002894	0.9562049517554058	0.0012922679302175318	9.595879064845505
UBERON:0002420	0.0021770591191399564	0.004559474319431407	7.218444459713721
UBERON:0001043	0.05555132235272578	0.0022950819672131148	7.7229739948114275
UBERON:0022303	0.8376236259307914	0.00816411974042286	6.697823136991399
UBERON:0011143	0.9170849123832465	0.013505691684352691	6.210288661439733
UBERON:0005983	0.0540872596919727	0.006230005051355447	7.3265509516596
UBERON:0004907	0.01927765248648969	0.08349178910976664	3.582221865159079
UBERON:0012429	0.0641731931947155	0.0025614754098360654	8.040132892307982
UBERON:0001556	0.12210426262157659	0.00215633423180593	7.962729394469043
UBERON:0002048	0.5211709731750377	0.08810289389067524	3.504666782057438
UBERON:0000369	0.002176939210878902	0.0029551797734362175	7.703479899898632
UBERON:0000982	0.00041166635864315124	0.0027467811158798285	7.9650771442956865
UBERON:0007798	0.24327315555502704	0.01020408163265306	6.562477645475199
UBERON:0002046	0.8885566876987612	0.003782307207396512	8.04651773771818
UBERON:0005057	0.04583560807359952	0.031943428432089735	4.825586008490582
UBERON:0006925	0.039436839536597976	0.04684391390848255	4.375409297555092
UBERON:0002081	0.00023590733969435027	0.0012390038409119068	3.0379330127232236
CL:0000451	0.07864654773891262	0.0023775558725630053	6.948308809013943
UBERON:0003920	0.5239942895919064	0.0016842105263157896	9.213711798105672
UBERON:0001871	0.9655682766371663	0.0018413380389749885	9.085029778895242
UBERON:0000992	0.02545492048060958	0.0038119440914866584	7.883590955590886
CL:0001035	0.0036754030283547767	0.003424657534246575	1.5782209132731582
UBERON:0010009	0.0021769856516571004	0.006316180568456251	6.750367542535589
UBERON:0001869	0.08868941886763222	0.019473864024598567	5.682317016244009
CL:1001608	8.316981676800417e-05	0.003610923042202663	8.113416611485945
UBERON:0000203	0.09099573879432503	0.011634248318487547	6.129668201998108
CL:0002620	0.11949817265462398	0.006264355815410315	7.0361790932148445
UBERON:0001911	0.05033342178015081	0.0014803849000740192	8.313515503030708
CL:0000786	0.7906827122315736	0.06781097690188599	3.8823373612494807
UBERON:0001042	0.0005316531206525859	0.005473317576813037	3.0116841092691935
UBERON:0007245	0.00017425957277945547	0.006065857885615251	0.0
UBERON:0001735	0.005634510737449167	0.002107037505267594	7.573192723781613
CL:0001200	0.0017481000625256826	0.015976455749421904	2.910193442601609
CL:0000946	0.1223111011543527	0.005118362124120281	5.391982685461342
CL:0000182	0.07463943626889377	0.019285424279334145	5.671994828272589
UBERON:0000170	0.31929860198611215	0.061591695501730104	3.9961842899259246
UBERON:0013754	0.014725085653080483	0.010645465570677807	6.431002935261343
UBERON:0004807	0.7754100669533387	0.0035182119205298015	8.15094189807474
UBERON:0011300	0.005544648775371684	0.010552975939214858	3.7949542020700435
UBERON:0000459	0.008452488334592194	0.008084651052193557	6.5107780025144635
UBERON:0004905	0.0004116327467287301	0.0027467811158798285	7.9650771442956865
