task,best_threshold,prior,num_of_pos,num_of_pred_pos
MONDO:0007739,0.1252931028619759,0.011168618904930537,41,121
MONDO:0017342,0.0366696900537412,0.011969532100108813,44,300
MONDO:0000402,0.0097253679220681,0.0030071077091306723,11,194
MONDO:0700223,0.0530115643210426,0.008977149075081611,33,395
MONDO:0021042,0.103757190179213,0.04298150163220892,158,2549
MONDO:0000618,0.0306761681466963,0.005125284738041002,18,442
MONDO:0011719,0.0063966113182617,0.0029923830250272033,11,58
MONDO:0018744,0.0162921864515701,0.004683195592286501,17,168
MONDO:0021058,0.0510723207763086,0.006256800870511426,23,43
MONDO:0002924,0.0053773934962554,0.003549003549003549,13,42
MONDO:0044334,0.0202294790618354,0.013329706202393906,49,945
MONDO:0005381,0.2105300993032692,0.07535364526659412,277,4462
MONDO:0005015,0.0314051374053458,0.013068336509665124,48,1549
MONDO:0015075,0.0796221837522418,0.005742411812961444,21,177
MONDO:0019052,0.0234445363146885,0.015514425694066412,57,706
MONDO:0009693,0.0264739314710521,0.013143483023001095,48,1182
MONDO:0005240,0.0334337448769747,0.01958650707290533,72,3436
MONDO:0005059,0.2082960033091415,0.07564625850340136,278,4506
MONDO:0005082,0.0511672900749565,0.0036021058464948737,13,21
MONDO:0005083,0.1380297438586735,0.008161044613710556,30,147
MONDO:0005371,0.0563750583485648,0.017682263329706203,65,201
MONDO:0018532,0.084050227981847,0.027952863798300906,102,2235
MONDO:0021635,0.202469189943749,0.07480957562568008,275,2538
MONDO:0005165,0.0493019714787162,0.014145810663764961,52,63
MONDO:0015760,0.0165997647229233,0.004090537223888737,15,32
MONDO:0045048,0.0277067121218196,0.0032653061224489797,12,28
MONDO:0000568,0.098781417709771,0.018775510204081632,69,327
MONDO:0002616,0.012291605368132,0.008705114254624592,32,543
MONDO:0018506,0.006395297733983,0.0029923830250272033,11,58
MONDO:0015327,0.0100869535808075,0.005715841045182362,21,31
MONDO:0005168,0.0958157836739415,0.028299319727891157,104,1232
MONDO:0020665,0.0983667531870296,0.042042042042042045,154,2492
MONDO:0700124,0.0259745065118994,0.008161044613710556,30,237
MONDO:0005503,0.0939903650636476,0.022850924918389554,84,348
MONDO:0044347,0.0070690192344243,0.0035364526659412403,13,238
MONDO:0016743,0.0335481879166664,0.004080522306855278,15,38
MONDO:0005081,0.0277211479580614,0.0032653061224489797,12,28
MONDO:0002515,0.0820455889887126,0.03998911860718172,147,7448
MONDO:0005335,0.1401844829900582,0.041621327529923834,153,2692
MONDO:0000870,0.0139544273762887,0.005780346820809248,21,491
MONDO:0019781,0.0053436361961456,0.00326619488296135,12,438
MONDO:0000649,0.0055290241780659,0.003549003549003549,13,185
MONDO:0005140,0.0167336468443061,0.006589785831960461,24,1426
MONDO:0021068,0.0366774324176292,0.014693877551020407,54,1579
MONDO:0015074,0.0083377607969555,0.006530612244897959,24,865
MONDO:0011122,0.1715698993241384,0.010065288356909684,37,89
MONDO:0003996,0.0851665560726206,0.029651795429815015,109,516
MONDO:0020158,0.0229119804412283,0.0035364526659412403,13,30
MONDO:0021163,0.0319401595085859,0.014153511159499184,52,1558
MONDO:0002149,0.1189118999594248,0.043134043134043135,158,4356
MONDO:0024637,0.0171783808903953,0.012558012558012558,46,1296
MONDO:0003620,0.020864721388642,0.012513601741022852,46,200
MONDO:0002356,0.0488869462373624,0.024489795918367346,90,4355
MONDO:0005159,0.0153051629561304,0.007745504840940526,28,3159
MONDO:0002263,0.1313020867129083,0.03291621327529924,121,1488
MONDO:0005170,0.1302299106396969,0.060136054421768705,221,5699
MONDO:0005008,0.0692011352297933,0.01747088186356073,63,1553
MONDO:0002175,0.0067771852145284,0.002993197278911565,11,333
MONDO:0009831,0.0232294546505268,0.011199125921879268,41,2854
MONDO:0008608,0.0259813767312677,0.008161044613710556,30,237
MONDO:0006808,0.1099700365863072,0.0032653061224489797,12,5
MONDO:0005206,0.0222498402782278,0.010667396061269147,39,1430
MONDO:0007179,0.1560295309819035,0.047606093579978234,175,1099
MONDO:0017341,0.0341243982033042,0.013329706202393906,49,425
MONDO:0015159,0.0338870172699385,0.004352557127312296,16,2
MONDO:0002491,0.0211669848389195,0.003808487486398259,14,4
MONDO:0023370,0.610011972555962,0.544069640914037,2000,73868
MONDO:0037255,0.0959982793280049,0.003538377789874796,13,17
MONDO:0018230,0.0062465543943373,0.003808487486398259,14,6
MONDO:0020641,0.1361480954979906,0.041349292709466814,152,3910
MONDO:0002752,0.0343650072654329,0.003854625550660793,14,342
MONDO:0001071,0.0057884313319371,0.003808487486398259,14,19
MONDO:0002532,0.13010874280683,0.022857142857142857,84,667
MONDO:0002009,0.0348296330692791,0.008977149075081611,33,69
MONDO:0021682,0.0285839016999161,0.011444141689373298,42,822
MONDO:0100120,0.0419841569172508,0.011165577342047931,41,477
MONDO:0002714,0.1214540540952093,0.04641004641004641,170,2328
MONDO:0021220,0.0183264633920145,0.003264417845484222,12,27
MONDO:0023603,0.00698493643675,0.004352557127312296,16,42
MONDO:0005278,0.0369924981920212,0.004373974849644614,16,161
MONDO:0006026,0.0520048929041136,0.003808487486398259,14,46
MONDO:0003081,0.0053926976983725,0.0029923830250272033,11,160
MONDO:0005047,0.0059186390851491,0.004896626768226333,18,110
MONDO:0018874,0.1744651546971012,0.029556650246305417,108,1870
MONDO:0005275,0.1355795170348525,0.04951033732317737,182,5415
MONDO:0019056,0.0810551377143443,0.03482045701849837,128,2142
MONDO:0005070,0.569764786922995,0.5424374319912949,1994,90965
MONDO:0003538,0.0958063263573329,0.028299319727891157,104,1232
MONDO:0008170,0.0941633855961234,0.014472965592572365,53,906
MONDO:0002256,0.0613590913717107,0.00544069640914037,20,71
MONDO:0021190,0.0041159138047059,0.0029940119760479044,11,78
MONDO:0019042,0.0157837689370711,0.008161044613710556,30,35
MONDO:0019303,0.0163028150443709,0.006256800870511426,23,177
MONDO:0005502,0.0083898626978574,0.002997275204359673,11,101
MONDO:0024619,0.0057508554588251,0.004901960784313725,18,69
MONDO:0021079,0.0257096464274727,0.008705114254624592,32,159
MONDO:0002654,0.0500115731750058,0.014145810663764961,52,582
MONDO:0021138,0.1081060142761407,0.04670854957661841,171,4621
MONDO:0021038,0.0157741010716086,0.004080522306855278,15,310
