task,best_threshold,prior,num_of_pos,num_of_pred_pos
MONDO:0002367,0.0413610328878573,0.014203769461895657,52,1189
MONDO:0006693,0.1099689731587584,0.0032653061224489797,12,5
MONDO:0006517,0.0132730684751334,0.007371007371007371,27,730
MONDO:0018076,0.0198880319943272,0.0062704471101417665,23,580
MONDO:0019243,0.0049736392398192,0.0029940119760479044,11,5
MONDO:0005138,0.4323143929822899,0.030444322545255073,111,655
MONDO:0021117,0.127433362030768,0.03727891156462585,137,4027
MONDO:0007254,0.1935878956758248,0.06497406497406498,238,5320
MONDO:0002531,0.0147980545901245,0.00544069640914037,20,108
MONDO:0021248,0.1715553306311146,0.10119695321001088,372,5154
MONDO:0003004,0.0072968106475367,0.003264417845484222,12,282
MONDO:0021674,0.0340755727014131,0.013873775843307944,51,543
MONDO:0005336,0.0439540504104208,0.011425462459194777,42,2072
MONDO:0005794,0.008487285136296,0.005994550408719346,22,768
MONDO:0002977,0.098658321325502,0.01904761904761905,70,334
MONDO:0004953,0.059543731594953,0.005715918833952558,20,272
MONDO:0002545,0.144409066986641,0.023394994559303592,86,400
MONDO:0005058,0.0049289415792489,0.003552883301448483,13,55
MONDO:0000594,0.0452229410783485,0.019042437431991296,70,573
MONDO:0024479,0.0081881093831986,0.0051700680272108845,19,1675
MONDO:0000167,0.0460817833304473,0.011985834922364479,44,317
MONDO:0006295,0.0527168567892725,0.017745017745017744,65,1489
MONDO:0007915,0.0177898124962072,0.005991285403050109,22,353
MONDO:0016749,0.0040956390668076,0.0029923830250272033,11,82
MONDO:0018905,0.0790006665983738,0.007366984993178717,27,183
MONDO:0005157,0.1481680640158555,0.07047619047619047,259,4120
MONDO:0024885,0.0942319691752348,0.0032948929159802307,12,20
MONDO:0100070,0.0041909523549365,0.002993197278911565,11,312
MONDO:0000462,0.0187275571957298,0.006256800870511426,23,75
MONDO:0005836,0.0437986284841878,0.02265902265902266,83,3401
MONDO:0005574,0.2437086276617147,0.028057749931898666,103,489
MONDO:0005314,0.0071469507020369,0.003310344827586207,12,262
MONDO:0005485,0.0590206832801225,0.020946681175190423,77,309
MONDO:0020633,0.0043581038947377,0.003276003276003276,12,189
MONDO:0005590,0.0320506827243007,0.006276747503566334,22,1143
MONDO:0002038,0.0276120191069014,0.007925662749385078,29,477
MONDO:0008383,0.1972415949978753,0.012517006802721088,46,115
MONDO:0002129,0.1830023798984349,0.049413049413049415,181,2646
MONDO:0016106,0.0429227983640266,0.007889009793253536,29,414
MONDO:0021040,0.0611530775214626,0.011156462585034013,41,1615
MONDO:0016642,0.0307244508248983,0.003808487486398259,14,38
MONDO:0100309,0.0040220385075161,0.0035364526659412403,13,241
MONDO:0004949,0.1197522042038512,0.03681483501499864,135,1653
MONDO:0005586,0.0433308728564625,0.016594124047878127,61,905
MONDO:0003939,0.1321419204835227,0.024755168661588684,91,1316
MONDO:0005578,0.0581276355738355,0.01632208922742111,60,600
MONDO:0005402,0.1084884617677731,0.029708367402562007,109,1173
MONDO:0021636,0.1294906178455244,0.028843537414965988,106,1265
MONDO:0005027,0.024916848551831,0.009249183895538629,34,87
MONDO:0003659,0.0172724416948969,0.005745554035567715,21,89
MONDO:0005156,0.0102705012959324,0.004896626768226333,18,8
MONDO:0015757,0.1644716946918611,0.07020408163265306,258,3735
MONDO:0015547,0.0133842649755781,0.007893304300489928,29,142
