node,IC
MONDO:0000225,10.056809317479777
MONDO:0016003,9.363662136919832
MONDO:0000226,5.129555632322572
MONDO:0001195,7.223595973423561
MONDO:0000227,10.056809317479777
MONDO:0005677,8.265049848251723
MONDO:0000229,10.056809317479777
MONDO:0000230,10.056809317479777
MONDO:0000231,10.056809317479777
MONDO:0000232,10.056809317479777
MONDO:0000233,10.056809317479777
MONDO:0000234,10.056809317479777
MONDO:0001701,9.363662136919832
MONDO:0000236,10.056809317479777
MONDO:0020592,5.996366306933358
MONDO:0043424,5.962464755257677
MONDO:0000308,7.571902667691777
MONDO:0000239,10.056809317479777
MONDO:0005766,7.977367775799941
MONDO:0000266,8.958197028811668
MONDO:0000240,10.056809317479777
MONDO:0004994,4.404320137211126
MONDO:0000241,10.056809317479777
MONDO:0005721,8.958197028811668
MONDO:0006873,6.049476132247306
MONDO:0004678,7.491859960018241
MONDO:0000242,10.056809317479777
MONDO:0000243,10.056809317479777
MONDO:0000253,8.670514956359886
MONDO:0000244,10.056809317479777
MONDO:0001461,9.363662136919832
MONDO:0000245,10.056809317479777
MONDO:0005358,9.363662136919832
MONDO:0000248,10.056809317479777
MONDO:0001673,6.59107341468005
MONDO:0000249,8.110899168424464
MONDO:0045030,9.363662136919832
MONDO:0000250,10.056809317479777
MONDO:0000251,8.958197028811668
MONDO:0000888,7.977367775799941
MONDO:0000252,8.265049848251723
MONDO:0002269,6.272619683561516
MONDO:0002917,5.080075575059203
MONDO:0024268,7.112370338313337
MONDO:0024481,4.127220174089882
MONDO:0002041,5.441688800638517
MONDO:0000254,6.501461255990364
MONDO:0002051,2.594594377711588
MONDO:0000255,8.958197028811668
MONDO:0000256,7.112370338313337
MONDO:0000257,8.265049848251723
MONDO:0005502,8.670514956359886
MONDO:0000259,10.056809317479777
MONDO:0001039,8.958197028811668
MONDO:0000261,10.056809317479777
MONDO:0001040,8.958197028811668
MONDO:0004795,7.754224224485731
MONDO:0000262,9.363662136919832
MONDO:0005982,6.878755487131832
MONDO:0002647,7.977367775799941
MONDO:0000263,9.363662136919832
MONDO:0005990,8.958197028811668
MONDO:0005275,4.346382300104907
MONDO:0000265,10.056809317479777
MONDO:0005657,8.110899168424464
MONDO:0005087,3.396234167640091
MONDO:0000270,4.148726379310846
MONDO:0003619,7.491859960018241
MONDO:0000271,9.363662136919832
MONDO:0006002,7.859584740143557
MONDO:0019376,9.363662136919832
MONDO:0000273,10.056809317479777
MONDO:0005763,7.061077043925787
MONDO:0000276,10.056809317479777
MONDO:0006009,7.061077043925787
MONDO:0025294,7.491859960018241
MONDO:0005650,7.571902667691777
MONDO:0000282,10.056809317479777
MONDO:0100120,5.2284955801774755
MONDO:0005784,8.447371405045677
MONDO:0000283,10.056809317479777
MONDO:0000284,10.056809317479777
MONDO:0005111,8.958197028811668
MONDO:0000286,10.056809317479777
MONDO:0006011,7.658914044681406
MONDO:0024294,5.422080329250141
MONDO:0005154,4.484655285302012
MONDO:0000288,10.056809317479777
MONDO:0005738,8.447371405045677
MONDO:0002428,6.185608306571886
MONDO:0000290,10.056809317479777
MONDO:0020067,6.393247671350131
MONDO:0000291,10.056809317479777
MONDO:0021747,8.958197028811668
MONDO:0005739,9.363662136919832
MONDO:0000292,10.056809317479777
MONDO:0000367,8.958197028811668
MONDO:0000293,10.056809317479777
MONDO:0042488,7.571902667691777
MONDO:0000294,10.056809317479777
MONDO:0004664,5.713003895626093
MONDO:0000295,10.056809317479777
MONDO:0005656,7.859584740143557
MONDO:0000297,10.056809317479777
MONDO:0005745,8.265049848251723
MONDO:0000298,10.056809317479777
MONDO:0005943,7.061077043925787
MONDO:0000299,10.056809317479777
MONDO:0005805,9.363662136919832
MONDO:0000301,10.056809317479777
MONDO:0019136,8.670514956359886
MONDO:0000302,8.958197028811668
MONDO:0000303,10.056809317479777
MONDO:0045033,8.447371405045677
MONDO:0000304,10.056809317479777
MONDO:0000306,9.363662136919832
MONDO:0005135,4.915145760977117
MONDO:0000307,9.363662136919832
MONDO:0004892,5.9136745910882444
MONDO:0000309,10.056809317479777
MONDO:0017881,9.363662136919832
MONDO:0000310,10.056809317479777
MONDO:0002319,8.958197028811668
MONDO:0000313,10.056809317479777
MONDO:0005113,4.088101757494411
MONDO:0000314,4.815062302420134
MONDO:0000315,7.284220595239995
MONDO:0000316,9.363662136919832
MONDO:0004928,6.798712779458295
MONDO:0000320,10.056809317479777
MONDO:0018077,8.110899168424464
MONDO:0000321,10.056809317479777
MONDO:0000327,10.056809317479777
MONDO:0020590,5.979271873574057
MONDO:0000328,10.056809317479777
MONDO:0001246,8.265049848251723
MONDO:0000330,10.056809317479777
MONDO:0000331,10.056809317479777
MONDO:0000332,10.056809317479777
MONDO:0024416,9.363662136919832
MONDO:0005714,8.958197028811668
MONDO:0000333,10.056809317479777
MONDO:0000334,8.670514956359886
MONDO:0006869,8.447371405045677
MONDO:0004944,8.447371405045677
MONDO:0000335,10.056809317479777
MONDO:0000336,10.056809317479777
MONDO:0005108,4.492288910157083
MONDO:0000337,10.056809317479777
MONDO:0006547,6.965766864121461
MONDO:0004651,8.958197028811668
MONDO:0000338,10.056809317479777
MONDO:0000341,8.670514956359886
MONDO:0000339,10.056809317479777
MONDO:0000340,10.056809317479777
MONDO:0017373,8.110899168424464
MONDO:0005643,8.110899168424464
MONDO:0000342,10.056809317479777
MONDO:0000343,10.056809317479777
MONDO:0000344,10.056809317479777
MONDO:0021641,7.754224224485731
MONDO:0000345,10.056809317479777
MONDO:0000346,10.056809317479777
MONDO:0004736,3.965499435402079
MONDO:0000351,8.670514956359886
MONDO:0019222,6.724604807304573
MONDO:0037938,7.571902667691777
MONDO:0019950,5.852116698088811
MONDO:0000355,8.958197028811668
MONDO:0019952,4.809785245319291
MONDO:0000358,6.837933492611576
MONDO:0023369,4.956942889655578
MONDO:0000812,6.272619683561516
MONDO:0000359,7.859584740143557
MONDO:0018454,3.636814389332635
MONDO:0004497,7.859584740143557
MONDO:0000363,10.056809317479777
MONDO:0020366,7.859584740143557
MONDO:0000365,8.670514956359886
MONDO:0024271,8.265049848251723
MONDO:0018076,6.228167920990682
MONDO:0000368,6.59107341468005
MONDO:0000369,8.265049848251723
MONDO:0004647,6.086517403927655
MONDO:0000371,9.363662136919832
MONDO:0044925,6.16498901936915
MONDO:0000372,8.447371405045677
MONDO:0021345,7.061077043925787
MONDO:0003220,7.658914044681406
MONDO:0000373,10.056809317479777
MONDO:0004715,8.958197028811668
MONDO:0000374,9.363662136919832
MONDO:0005496,6.393247671350131
MONDO:0002806,8.958197028811668
MONDO:0000375,10.056809317479777
MONDO:0004660,8.958197028811668
MONDO:0004992,2.3430247008810223
MONDO:0000376,4.932845338076518
MONDO:0002149,4.098384624449995
MONDO:0000377,9.363662136919832
MONDO:0006266,8.447371405045677
MONDO:0000378,10.056809317479777
MONDO:0002696,8.447371405045677
MONDO:0002479,9.363662136919832
MONDO:0000379,10.056809317479777
MONDO:0005447,6.343237250775469
MONDO:0002415,6.689513487493302
MONDO:0000380,7.223595973423561
MONDO:0020669,7.112370338313337
MONDO:0056819,7.061077043925787
MONDO:0004010,8.958197028811668
MONDO:0000381,10.056809317479777
MONDO:0005221,8.670514956359886
MONDO:0000382,6.228167920990682
MONDO:0005165,3.5317796596363147
MONDO:0000383,5.24462496210736
MONDO:0006054,3.5875590006840046
MONDO:0004180,6.295609201786215
MONDO:0000384,8.265049848251723
MONDO:0004987,5.962464755257677
MONDO:0004335,2.782329758705906
MONDO:0000385,6.10556559889835
MONDO:0021223,3.415627147739186
MONDO:0024503,5.662360162807338
MONDO:0000386,5.996366306933358
MONDO:0001245,7.977367775799941
MONDO:0001357,8.265049848251723
MONDO:0000389,8.670514956359886
MONDO:0005516,4.563747874139229
MONDO:0003004,6.228167920990682
MONDO:0000390,8.110899168424464
MONDO:0020242,6.10556559889835
MONDO:0000408,8.447371405045677
MONDO:0000393,10.056809317479777
MONDO:0000395,10.056809317479777
MONDO:0006497,7.284220595239995
MONDO:0000396,7.754224224485731
MONDO:0000397,9.363662136919832
MONDO:0000400,10.056809317479777
MONDO:0002120,6.185608306571886
MONDO:0000402,6.878755487131832
MONDO:0005814,5.108049427101609
MONDO:0000405,7.859584740143557
MONDO:0024634,4.601488202122075
MONDO:0006294,8.110899168424464
MONDO:0000407,10.056809317479777
MONDO:0021041,9.363662136919832
MONDO:0000592,6.16498901936915
MONDO:0002326,7.977367775799941
MONDO:0021699,7.571902667691777
MONDO:0000409,10.056809317479777
MONDO:0021166,2.963404691611011
MONDO:0045013,8.670514956359886
MONDO:0021562,9.363662136919832
MONDO:0000410,10.056809317479777
MONDO:0024575,5.780143198463722
MONDO:0005027,3.9277591074192317
MONDO:0000411,6.049476132247306
MONDO:0000412,6.921315101550627
MONDO:0000413,7.284220595239995
MONDO:0000414,7.491859960018241
MONDO:0000415,8.670514956359886
MONDO:0000417,10.056809317479777
MONDO:0850093,8.670514956359886
MONDO:0019239,7.112370338313337
MONDO:0000421,7.571902667691777
MONDO:0005528,6.837933492611576
MONDO:0000424,8.670514956359886
MONDO:0020696,8.447371405045677
MONDO:0000425,4.477079491493555
MONDO:0000429,2.641032342064383
MONDO:0000426,3.54357920656747
MONDO:0000428,8.447371405045677
MONDO:0005169,7.1664375595836125
MONDO:0000430,7.417751987864518
MONDO:0015760,6.367929863365841
MONDO:0004095,5.3032191263734125
MONDO:0000432,8.670514956359886
MONDO:0002427,4.733799338341369
MONDO:0000437,4.932845338076518
MONDO:0005395,4.0578727555330945
MONDO:0100308,4.672314254690688
MONDO:0006022,7.658914044681406
MONDO:0000440,10.056809317479777
MONDO:0000446,10.056809317479777
MONDO:0000447,8.265049848251723
MONDO:0002366,6.5304487928636155
MONDO:0000448,6.655611935817621
MONDO:0021635,4.763504492755285
MONDO:0025511,6.560301756013297
MONDO:0005284,8.670514956359886
MONDO:0000450,10.056809317479777
MONDO:0000451,10.056809317479777
MONDO:0000452,10.056809317479777
MONDO:0000992,6.228167920990682
MONDO:0000453,8.447371405045677
MONDO:0000455,7.977367775799941
MONDO:0000456,8.670514956359886
MONDO:0019189,4.336497540872365
MONDO:0019243,3.880942047374016
MONDO:0045022,4.584538643808302
MONDO:0018177,7.658914044681406
MONDO:0000457,10.056809317479777
MONDO:0000458,10.056809317479777
MONDO:0000459,10.056809317479777
MONDO:0000460,10.056809317479777
MONDO:0020699,8.265049848251723
MONDO:0000461,8.447371405045677
MONDO:0024298,6.445891404835553
MONDO:0002022,2.5082533383099035
MONDO:0000462,4.000025304251152
MONDO:0000463,8.958197028811668
MONDO:0000465,8.110899168424464
MONDO:0008848,7.859584740143557
MONDO:0000466,10.056809317479777
MONDO:0000467,8.958197028811668
MONDO:0000468,10.056809317479777
MONDO:0000469,8.110899168424464
MONDO:0005449,7.658914044681406
MONDO:0005267,3.4610288035184658
MONDO:0000470,7.571902667691777
MONDO:0002869,5.726075977193446
MONDO:0000471,7.284220595239995
MONDO:0005385,3.292924408917342
MONDO:0000473,4.733799338341369
MONDO:0000474,6.878755487131832
MONDO:0015494,7.061077043925787
MONDO:0000476,8.265049848251723
MONDO:0003441,5.513514535209773
MONDO:0000477,7.417751987864518
MONDO:0000478,8.670514956359886
MONDO:0000479,8.958197028811668
MONDO:0000480,10.056809317479777
MONDO:0020120,3.8462092404551242
MONDO:0000481,10.056809317479777
MONDO:0000482,10.056809317479777
MONDO:0000483,10.056809317479777
MONDO:0000485,10.056809317479777
MONDO:0004382,5.962464755257677
MONDO:0000486,9.363662136919832
MONDO:0000487,10.056809317479777
MONDO:0021303,8.447371405045677
MONDO:0000488,10.056809317479777
MONDO:0021375,6.921315101550627
MONDO:0000489,10.056809317479777
MONDO:0019722,5.852116698088811
MONDO:0000490,7.491859960018241
MONDO:0005053,7.417751987864518
MONDO:0000491,10.056809317479777
MONDO:0000945,8.958197028811668
MONDO:0000492,10.056809317479777
MONDO:0000494,10.056809317479777
MONDO:0000495,10.056809317479777
MONDO:0006032,7.1664375595836125
MONDO:0000496,10.056809317479777
MONDO:0002654,4.6187300085565814
MONDO:0000497,9.363662136919832
MONDO:0006649,8.958197028811668
MONDO:0000498,10.056809317479777
MONDO:0008538,9.363662136919832
MONDO:0000499,10.056809317479777
MONDO:0004631,8.670514956359886
MONDO:0000500,9.363662136919832
MONDO:0004958,7.571902667691777
MONDO:0004972,5.1223353843490855
MONDO:0000502,7.859584740143557
MONDO:0024276,3.9299401333655917
MONDO:0003218,8.447371405045677
MONDO:0000503,10.056809317479777
MONDO:0005061,7.223595973423561
MONDO:0002254,2.056124532965029
MONDO:0000507,8.447371405045677
MONDO:0016112,7.417751987864518
MONDO:0017276,7.417751987864518
MONDO:0001071,4.2190788703138375
MONDO:0000508,4.915145760977117
MONDO:0000509,5.080075575059203
MONDO:0005559,3.3975153977961394
MONDO:0000510,7.491859960018241
MONDO:0021179,5.929674932434685
MONDO:0000631,6.501461255990364
MONDO:0000513,10.056809317479777
MONDO:0017795,8.670514956359886
MONDO:0000514,8.265049848251723
MONDO:0005096,4.858312286213951
MONDO:0002129,4.605770863914077
MONDO:0000515,8.670514956359886
MONDO:0008977,7.571902667691777
MONDO:0000516,10.056809317479777
MONDO:0002360,8.447371405045677
MONDO:0007959,7.284220595239995
MONDO:0000517,10.056809317479777
MONDO:0021228,7.223595973423561
MONDO:0000518,10.056809317479777
MONDO:0002894,9.363662136919832
MONDO:0002544,9.363662136919832
MONDO:0000519,10.056809317479777
MONDO:0002731,7.061077043925787
MONDO:0001952,9.363662136919832
MONDO:0000520,10.056809317479777
MONDO:0004245,7.859584740143557
MONDO:0004669,6.445891404835553
MONDO:0000521,6.59107341468005
MONDO:0003113,5.780143198463722
MONDO:0000524,8.670514956359886
MONDO:0015864,7.571902667691777
MONDO:0005694,6.689513487493302
MONDO:0000525,9.363662136919832
MONDO:0021271,8.958197028811668
MONDO:0005484,7.3487591163775665
MONDO:0000527,8.110899168424464
MONDO:0024479,6.295609201786215
MONDO:0000530,8.447371405045677
MONDO:0024476,6.343237250775469
MONDO:0000531,10.056809317479777
MONDO:0005616,9.363662136919832
MONDO:0003438,9.363662136919832
MONDO:0000532,10.056809317479777
MONDO:0003036,7.112370338313337
MONDO:0000534,10.056809317479777
MONDO:0003184,8.447371405045677
MONDO:0021337,8.958197028811668
MONDO:0000535,9.363662136919832
MONDO:0044704,8.958197028811668
MONDO:0005517,6.560301756013297
MONDO:0000536,8.447371405045677
MONDO:0010150,6.319139699196409
MONDO:0002728,7.977367775799941
MONDO:0000539,10.056809317479777
MONDO:0003939,3.2611035423062633
MONDO:0005864,5.662360162807338
MONDO:0002995,7.571902667691777
MONDO:0000540,8.958197028811668
MONDO:0021533,7.754224224485731
MONDO:0003198,7.977367775799941
MONDO:0000541,10.056809317479777
MONDO:0006815,9.363662136919832
MONDO:0005191,9.363662136919832
MONDO:0000543,10.056809317479777
MONDO:0021068,5.086996017903776
MONDO:0006320,7.284220595239995
MONDO:0000544,8.958197028811668
MONDO:0021070,9.363662136919832
MONDO:0000545,10.056809317479777
MONDO:0045063,8.670514956359886
MONDO:0018364,6.5304487928636155
MONDO:0000548,8.670514956359886
MONDO:0021144,8.447371405045677
MONDO:0002749,8.447371405045677
MONDO:0000549,10.056809317479777
MONDO:0021351,6.393247671350131
MONDO:0021072,8.265049848251723
MONDO:0000550,10.056809317479777
MONDO:0005072,7.284220595239995
MONDO:0000551,8.958197028811668
MONDO:0024645,6.878755487131832
MONDO:0004988,6.501461255990364
MONDO:0000552,8.958197028811668
MONDO:0002447,7.0122868797563545
MONDO:0000553,10.056809317479777
MONDO:0006003,6.878755487131832
MONDO:0004259,9.363662136919832
MONDO:0000554,10.056809317479777
MONDO:0005153,7.0122868797563545
MONDO:0020380,5.8979262341201055
MONDO:0000563,10.056809317479777
MONDO:0005025,8.110899168424464
MONDO:0000565,8.670514956359886
MONDO:0005550,3.0917289718783705
MONDO:0002602,2.129124271863999
MONDO:0000568,6.965766864121461
MONDO:0002977,6.16498901936915
MONDO:0005151,2.6201920522455504
MONDO:0000569,6.419223157753391
MONDO:0015974,6.206661715769719
MONDO:0000572,10.056809317479777
MONDO:0000573,10.056809317479777
MONDO:0002280,4.5313563783479935
MONDO:0000577,6.319139699196409
MONDO:0009332,5.402848967322254
MONDO:0002211,5.713003895626093
MONDO:0000583,10.056809317479777
MONDO:0015977,6.250146827709457
MONDO:0000584,10.056809317479777
MONDO:0000586,7.754224224485731
MONDO:0000587,7.977367775799941
MONDO:0024623,3.9564903654597128
MONDO:0000588,6.965766864121461
MONDO:0002081,1.9685545903573463
MONDO:0000589,7.417751987864518
MONDO:0000590,6.760972451475448
MONDO:0003620,3.47894795975873
MONDO:0000591,4.477079491493555
MONDO:0005503,4.0578727555330945
MONDO:0000594,7.754224224485731
MONDO:0100038,5.09396468721987
MONDO:0002025,3.354848951477237
MONDO:0000595,7.223595973423561
MONDO:0000947,7.491859960018241
MONDO:0000596,8.265049848251723
MONDO:0002103,9.363662136919832
MONDO:0000597,10.056809317479777
MONDO:0004750,7.223595973423561
MONDO:0000598,9.363662136919832
MONDO:0004681,7.859584740143557
MONDO:0000599,8.958197028811668
MONDO:0012000,8.265049848251723
MONDO:0000600,8.958197028811668
MONDO:0005570,2.9061078598872507
MONDO:0000602,7.571902667691777
MONDO:0004995,2.6746849517422646
MONDO:0000603,7.491859960018241
MONDO:0005046,2.7336385995363077
MONDO:0000605,5.739321203943467
MONDO:0018898,6.689513487493302
MONDO:0000607,7.859584740143557
MONDO:0100191,4.404320137211126
MONDO:0000608,8.265049848251723
MONDO:0000831,7.417751987864518
MONDO:0000610,10.056809317479777
MONDO:0001531,4.9879051152595455
MONDO:0005070,1.6779590756852851
MONDO:0000611,9.363662136919832
MONDO:0021074,5.374678090355557
MONDO:0000621,4.640708915275357
MONDO:0000612,6.878755487131832
MONDO:0005833,4.700223042807765
MONDO:0006116,7.3487591163775665
MONDO:0000615,8.958197028811668
MONDO:0000616,8.958197028811668
MONDO:0000618,8.670514956359886
MONDO:0000634,5.780143198463722
MONDO:0000620,6.445891404835553
MONDO:0021100,5.01338420056053
MONDO:0000624,5.451639131491685
MONDO:0021148,3.9234112744831284
MONDO:0000625,7.3487591163775665
MONDO:0003150,3.9104800598108795
MONDO:0000643,7.417751987864518
MONDO:0000626,8.447371405045677
MONDO:0002082,3.8830232135778404
MONDO:0000627,6.343237250775469
MONDO:0000648,5.347279116167443
MONDO:0000628,6.185608306571886
MONDO:0006130,3.9299401333655917
MONDO:0000629,5.196996913118105
MONDO:0024757,4.640708915275357
MONDO:0000630,8.110899168424464
MONDO:0000654,5.365461435250634
MONDO:0019060,4.132553520065245
MONDO:0000632,6.724604807304573
MONDO:0021353,4.956942889655578
MONDO:0000633,6.124983684755451
MONDO:0021350,4.135230897835961
MONDO:0000636,4.892023343556263
MONDO:0000637,4.276065801687448
MONDO:0000638,8.447371405045677
MONDO:0021042,5.09396468721987
MONDO:0000639,10.056809317479777
MONDO:0002714,4.763504492755285
MONDO:0000640,7.1664375595836125
MONDO:0005462,6.295609201786215
MONDO:0016642,5.61415806098946
MONDO:0000642,7.1664375595836125
MONDO:0021211,4.7097017867623086
MONDO:0021049,5.852116698088811
MONDO:0000644,8.447371405045677
MONDO:0021230,5.88242204758414
MONDO:0000645,8.265049848251723
MONDO:0021092,6.760972451475448
MONDO:0000646,6.622822112994631
MONDO:0000647,8.265049848251723
MONDO:0021050,6.59107341468005
MONDO:0021248,3.3487252336267073
MONDO:0005872,4.196023094013912
MONDO:0000649,5.269317574697731
MONDO:0000650,8.670514956359886
MONDO:0006901,7.223595973423561
MONDO:0000652,5.311877189116527
MONDO:0000653,4.804535889433147
MONDO:0003900,3.3092227906504617
MONDO:0044334,4.0578727555330945
MONDO:0019464,8.265049848251723
MONDO:0000659,10.056809317479777
MONDO:0005638,6.655611935817621
MONDO:0000660,10.056809317479777
MONDO:0019056,3.303371398881997
MONDO:0000661,10.056809317479777
MONDO:0000662,10.056809317479777
MONDO:0000663,10.056809317479777
MONDO:0000685,7.977367775799941
MONDO:0000664,10.056809317479777
MONDO:0024417,3.534716519309625
MONDO:0000665,8.958197028811668
MONDO:0000666,10.056809317479777
MONDO:0000667,8.958197028811668
MONDO:0024422,8.447371405045677
MONDO:0000668,10.056809317479777
MONDO:0000669,10.056809317479777
MONDO:0000670,10.056809317479777
MONDO:0000671,10.056809317479777
MONDO:0000672,10.056809317479777
MONDO:0000673,10.056809317479777
MONDO:0000674,10.056809317479777
MONDO:0000675,10.056809317479777
MONDO:0000676,10.056809317479777
MONDO:0000677,10.056809317479777
MONDO:0000678,10.056809317479777
MONDO:0000679,10.056809317479777
MONDO:0000680,10.056809317479777
MONDO:0000681,10.056809317479777
MONDO:0000682,10.056809317479777
MONDO:0000683,10.056809317479777
MONDO:0000684,10.056809317479777
MONDO:0021084,3.993024108792169
MONDO:0000686,10.056809317479777
MONDO:0005340,8.958197028811668
MONDO:0000687,10.056809317479777
MONDO:0000688,5.365461435250634
MONDO:0003117,8.110899168424464
MONDO:0000690,10.056809317479777
MONDO:0004985,7.417751987864518
MONDO:0000693,9.363662136919832
MONDO:0002050,7.859584740143557
MONDO:0000694,10.056809317479777
MONDO:0000698,8.447371405045677
MONDO:0019224,8.265049848251723
MONDO:0000700,8.447371405045677
MONDO:0018925,8.110899168424464
MONDO:0005292,7.1664375595836125
MONDO:0000701,10.056809317479777
MONDO:0000702,8.670514956359886
MONDO:0000703,10.056809317479777
MONDO:0000704,10.056809317479777
MONDO:0000705,10.056809317479777
MONDO:0006039,9.363662136919832
